,Customer Name,recency,Spent,Date Last Quarter,Customer ID,Number of Orders,segment,segment_name
845,Postgraduate,35,292.0,13-01-2014,845,11,2,Zappeur
846,Graduate,94,15.0,29-09-2012,846,3,2,Zappeur
847,Undergraduate,80,341.0,24-12-2012,847,11,0,Potentiel
848,Undergraduate,61,369.0,23-10-2013,848,11,0,Potentiel
849,Postgraduate,29,401.0,10/5/2013,849,14,0,Potentiel
850,Postgraduate,0,393.0,13-06-2013,850,14,0,Potentiel
851,Postgraduate,80,10.0,11/1/2014,851,3,2,Zappeur
852,Graduate,54,486.0,6/11/2012,852,13,0,Potentiel
853,Graduate,71,69.0,26-05-2014,853,5,2,Zappeur
854,Postgraduate,27,1727.0,17-03-2014,854,16,1,Fidele
855,Graduate,61,995.0,1/4/2013,855,14,3,Habituel
856,Graduate,55,45.0,4/3/2014,856,7,2,Zappeur
857,Undergraduate,35,182.0,19-02-2013,857,8,2,Zappeur
858,Postgraduate,34,989.0,4/10/2012,858,22,3,Habituel
859,Graduate,95,1677.0,5/5/2013,859,17,1,Fidele
860,Postgraduate,64,595.0,26-01-2014,860,16,0,Potentiel
861,Graduate,30,156.0,15-02-2014,861,7,2,Zappeur
862,Postgraduate,12,1226.0,9/1/2013,862,27,3,Habituel
863,Undergraduate,96,128.0,4/10/2012,863,7,2,Zappeur
864,Graduate,16,86.0,17-12-2013,864,6,2,Zappeur
865,Graduate,16,68.0,11/6/2013,865,5,2,Zappeur
866,Graduate,78,16.0,26-03-2013,866,3,2,Zappeur
867,Undergraduate,83,55.0,24-09-2013,867,5,2,Zappeur
868,Postgraduate,96,2114.0,6/5/2013,868,21,1,Fidele
869,Postgraduate,67,2018.0,17-10-2012,869,18,1,Fidele
870,Postgraduate,87,263.0,28-09-2013,870,11,2,Zappeur
871,Graduate,34,55.0,6/1/2014,871,5,2,Zappeur
872,Graduate,46,564.0,11/6/2014,872,16,0,Potentiel
873,Postgraduate,7,1281.0,4/4/2014,873,18,3,Habituel
874,Graduate,73,83.0,6/10/2013,874,5,2,Zappeur
875,Postgraduate,54,353.0,17-09-2013,875,12,0,Potentiel
876,Graduate,93,1003.0,30-06-2013,876,24,3,Habituel
877,Undergraduate,52,14.0,14-02-2013,877,3,2,Zappeur
878,Postgraduate,53,902.0,5/4/2014,878,22,3,Habituel
879,Postgraduate,81,1139.0,17-01-2013,879,23,3,Habituel
880,Graduate,8,797.0,10/2/2014,880,19,0,Potentiel
881,Graduate,97,1638.0,16-10-2012,881,23,1,Fidele
882,Postgraduate,50,401.0,23-07-2013,882,14,0,Potentiel
883,Graduate,38,84.0,19-06-2014,883,7,2,Zappeur
884,Graduate,61,928.0,12/9/2012,884,17,3,Habituel
885,Graduate,46,203.0,2/7/2013,885,9,2,Zappeur
886,Graduate,73,858.0,26-11-2012,886,15,3,Habituel
887,Graduate,19,409.0,11/12/2013,887,12,0,Potentiel
888,Graduate,10,282.0,1/4/2013,888,11,2,Zappeur
889,Graduate,94,1423.0,16-12-2013,889,17,3,Habituel
890,Graduate,10,1449.0,9/2/2013,890,18,1,Fidele
891,Graduate,37,28.0,8/9/2012,891,3,2,Zappeur
892,Graduate,94,67.0,14-01-2014,892,5,2,Zappeur
893,Postgraduate,23,199.0,30-04-2014,893,9,2,Zappeur
894,Postgraduate,75,1453.0,1/2/2013,894,21,1,Fidele
895,Graduate,40,1253.0,12/12/2012,895,18,3,Habituel
896,Postgraduate,24,1198.0,7/8/2013,896,25,3,Habituel
897,Postgraduate,11,178.0,23-01-2014,897,8,2,Zappeur
898,Graduate,29,1990.0,11/8/2013,898,17,1,Fidele
899,Graduate,51,976.0,22-10-2013,899,13,3,Habituel
900,Postgraduate,86,1001.0,6/2/2013,900,14,3,Habituel
901,Postgraduate,9,1919.0,16-08-2013,901,19,1,Fidele
902,Undergraduate,30,350.0,14-07-2013,902,12,0,Potentiel
903,Postgraduate,73,1650.0,4/12/2013,903,24,1,Fidele
904,Postgraduate,25,46.0,24-03-2013,904,4,2,Zappeur
905,Graduate,67,1228.0,9/4/2014,905,18,3,Habituel
906,Postgraduate,67,95.0,21-11-2013,906,6,2,Zappeur
907,Postgraduate,58,62.0,2/12/2013,907,6,2,Zappeur
908,Graduate,82,1761.0,4/1/2014,908,25,1,Fidele
909,Postgraduate,98,467.0,10/3/2014,909,13,0,Potentiel
910,Graduate,93,1149.0,29-06-2013,910,18,3,Habituel
911,Undergraduate,53,2052.0,7/11/2013,911,18,1,Fidele
912,Graduate,66,1127.0,25-01-2013,912,15,3,Habituel
913,Postgraduate,6,1416.0,14-07-2013,913,20,3,Habituel
914,Postgraduate,42,1113.0,3/12/2012,914,19,3,Habituel
915,Graduate,78,125.0,11/5/2013,915,6,2,Zappeur
916,Postgraduate,29,966.0,26-12-2013,916,23,3,Habituel
917,Undergraduate,82,32.0,7/8/2013,917,4,2,Zappeur
918,Graduate,92,833.0,17-11-2013,918,18,0,Potentiel
919,Postgraduate,78,46.0,18-05-2013,919,6,2,Zappeur
920,Graduate,54,960.0,13-04-2014,920,16,3,Habituel
921,Postgraduate,45,1829.0,17-04-2013,921,27,1,Fidele
922,Graduate,59,779.0,24-01-2013,922,23,0,Potentiel
923,Postgraduate,8,811.0,4/5/2014,923,21,0,Potentiel
924,Undergraduate,51,1120.0,18-05-2014,924,14,3,Habituel
925,Postgraduate,51,725.0,31-08-2012,925,18,0,Potentiel
926,Graduate,76,1187.0,10/2/2014,926,11,3,Habituel
927,Graduate,62,2302.0,30-12-2013,927,18,1,Fidele
928,Undergraduate,86,66.0,4/5/2014,928,6,2,Zappeur
929,Postgraduate,60,1250.0,17-11-2013,929,18,3,Habituel
930,Undergraduate,56,683.0,8/4/2014,930,17,0,Potentiel
931,Graduate,83,305.0,10/2/2014,931,11,2,Zappeur
932,Graduate,92,50.0,12/8/2012,932,5,2,Zappeur
933,Undergraduate,31,995.0,22-12-2012,933,14,3,Habituel
934,Postgraduate,80,41.0,22-05-2014,934,5,2,Zappeur
935,Postgraduate,39,77.0,25-05-2014,935,6,2,Zappeur
936,Postgraduate,20,171.0,24-10-2013,936,8,2,Zappeur
937,Postgraduate,53,131.0,22-05-2013,937,6,2,Zappeur
938,Postgraduate,84,54.0,14-07-2013,938,4,2,Zappeur
939,Postgraduate,50,53.0,9/8/2013,939,7,2,Zappeur
940,Graduate,96,475.0,10/6/2013,940,13,0,Potentiel
941,Graduate,94,694.0,20-07-2013,941,18,0,Potentiel
942,Graduate,25,96.0,28-05-2013,942,6,2,Zappeur
943,Postgraduate,48,361.0,4/3/2013,943,12,0,Potentiel
944,Graduate,65,1079.0,22-12-2012,944,24,3,Habituel
945,Postgraduate,69,578.0,1/10/2012,945,17,0,Potentiel
946,Postgraduate,12,64.0,16-02-2014,946,5,2,Zappeur
947,Postgraduate,84,149.0,30-09-2013,947,8,2,Zappeur
948,Graduate,47,231.0,6/12/2013,948,10,2,Zappeur
949,Graduate,87,728.0,1/10/2012,949,18,0,Potentiel
950,Graduate,35,1778.0,10/5/2014,950,22,1,Fidele
951,Graduate,47,93.0,8/5/2014,951,7,2,Zappeur
952,Postgraduate,48,23.0,29-01-2013,952,3,2,Zappeur
953,Graduate,46,662.0,11/5/2013,953,18,0,Potentiel
954,Graduate,27,1198.0,11/5/2014,954,17,3,Habituel
955,Postgraduate,37,81.0,10/2/2013,955,7,2,Zappeur
956,Undergraduate,8,92.0,1/12/2012,956,7,2,Zappeur
957,Undergraduate,29,491.0,17-08-2012,957,15,0,Potentiel
958,Postgraduate,85,1564.0,7/5/2014,958,23,1,Fidele
959,Graduate,2,926.0,27-04-2013,959,23,3,Habituel
960,Postgraduate,66,1910.0,21-09-2012,960,18,1,Fidele
961,Postgraduate,60,411.0,7/5/2014,961,14,0,Potentiel
962,Graduate,54,94.0,30-12-2012,962,6,2,Zappeur
963,Graduate,70,1085.0,14-10-2013,963,23,3,Habituel
964,Undergraduate,55,23.0,25-06-2014,964,3,2,Zappeur
965,Graduate,20,6.0,12/9/2013,965,0,2,Zappeur
966,Postgraduate,78,54.0,19-08-2013,966,5,2,Zappeur
967,Graduate,63,1150.0,12/10/2012,967,26,3,Habituel
968,Graduate,17,1415.0,13-04-2013,968,22,3,Habituel
969,Postgraduate,43,405.0,13-10-2012,969,14,0,Potentiel
970,Postgraduate,13,1908.0,2/2/2014,970,18,1,Fidele
971,Graduate,46,2486.0,17-01-2013,971,25,1,Fidele
972,Undergraduate,65,1315.0,12/11/2012,972,26,3,Habituel
973,Postgraduate,1,45.0,17-11-2013,973,5,2,Zappeur
974,Graduate,6,1789.0,14-10-2012,974,16,1,Fidele
975,Undergraduate,32,19.0,3/2/2014,975,3,2,Zappeur
976,Postgraduate,34,573.0,1/8/2012,976,17,0,Potentiel
977,Graduate,70,805.0,11/10/2013,977,20,0,Potentiel
978,Graduate,49,108.0,3/1/2014,978,6,2,Zappeur
979,Graduate,65,23.0,12/9/2013,979,3,2,Zappeur
980,Graduate,25,1493.0,12/7/2013,980,22,1,Fidele
981,Graduate,84,89.0,22-06-2014,981,6,2,Zappeur
982,Graduate,7,936.0,7/8/2013,982,22,3,Habituel
983,Graduate,34,343.0,14-10-2013,983,12,0,Potentiel
984,Postgraduate,38,528.0,15-08-2013,984,19,0,Potentiel
985,Postgraduate,1,1901.0,21-08-2013,985,11,1,Fidele
986,Undergraduate,25,724.0,25-11-2013,986,17,0,Potentiel
987,Graduate,25,58.0,25-10-2013,987,5,2,Zappeur
988,Postgraduate,50,297.0,12/5/2013,988,11,2,Zappeur
989,Graduate,46,488.0,29-06-2014,989,15,0,Potentiel
990,Postgraduate,96,859.0,21-03-2014,990,21,3,Habituel
991,Graduate,57,1574.0,29-11-2012,991,19,1,Fidele
992,Graduate,47,69.0,31-08-2012,992,6,2,Zappeur
993,Postgraduate,52,17.0,18-02-2014,993,3,2,Zappeur
994,Graduate,30,2194.0,22-06-2014,994,20,1,Fidele
995,Postgraduate,63,116.0,26-03-2014,995,7,2,Zappeur
996,Graduate,51,279.0,9/11/2013,996,11,2,Zappeur
997,Postgraduate,14,103.0,25-02-2014,997,6,2,Zappeur
998,Postgraduate,20,44.0,13-08-2013,998,6,2,Zappeur
999,Postgraduate,56,406.0,3/11/2013,999,14,0,Potentiel
1000,Undergraduate,41,1363.0,10/9/2012,1000,19,3,Habituel
1001,Graduate,72,236.0,9/10/2013,1001,10,2,Zappeur
1002,Graduate,1,39.0,27-03-2013,1002,4,2,Zappeur
1003,Graduate,27,137.0,13-02-2013,1003,7,2,Zappeur
1004,Graduate,77,79.0,17-05-2013,1004,7,2,Zappeur
1005,Postgraduate,87,63.0,2/2/2013,1005,5,2,Zappeur
1006,Postgraduate,81,1314.0,5/11/2012,1006,18,3,Habituel
1007,Postgraduate,51,71.0,12/5/2013,1007,5,2,Zappeur
1008,Graduate,79,58.0,26-01-2014,1008,5,2,Zappeur
1009,Postgraduate,11,702.0,10/5/2013,1009,18,0,Potentiel
1010,Graduate,54,94.0,25-08-2012,1010,6,2,Zappeur
1011,Undergraduate,93,80.0,11/1/2014,1011,5,2,Zappeur
1012,Postgraduate,0,22.0,7/3/2013,1012,4,2,Zappeur
1013,Undergraduate,54,1211.0,10/9/2012,1013,27,3,Habituel
1014,Graduate,21,1461.0,18-04-2014,1014,21,1,Fidele
1015,Graduate,58,1968.0,19-04-2014,1015,19,1,Fidele
1016,Graduate,3,1091.0,7/4/2014,1016,15,3,Habituel
1017,Undergraduate,99,55.0,28-05-2013,1017,4,2,Zappeur
1018,Graduate,70,1366.0,3/1/2013,1018,18,3,Habituel
1019,Graduate,65,313.0,20-02-2013,1019,11,2,Zappeur
1020,Postgraduate,44,62.0,19-06-2014,1020,7,2,Zappeur
1021,Postgraduate,6,92.0,7/7/2013,1021,6,2,Zappeur
1022,Postgraduate,9,72.0,4/3/2013,1022,5,2,Zappeur
1023,Graduate,95,655.0,24-06-2014,1023,17,0,Potentiel
1024,Graduate,70,704.0,3/11/2012,1024,16,0,Potentiel
1025,Graduate,92,54.0,8/4/2013,1025,5,2,Zappeur
1026,Graduate,62,178.0,21-08-2013,1026,1,2,Zappeur
1027,Graduate,85,1033.0,29-01-2013,1027,13,3,Habituel
1028,Graduate,2,36.0,1/8/2013,1028,4,2,Zappeur
1029,Postgraduate,0,122.0,4/11/2012,1029,7,2,Zappeur
1030,Postgraduate,91,122.0,29-06-2013,1030,6,2,Zappeur
1031,Postgraduate,3,1123.0,17-01-2013,1031,26,3,Habituel
1032,Graduate,68,497.0,25-06-2014,1032,12,0,Potentiel
1033,Graduate,98,691.0,22-01-2013,1033,19,0,Potentiel
1034,Undergraduate,41,1363.0,12/5/2014,1034,19,3,Habituel
1035,Postgraduate,16,12.0,29-08-2012,1035,3,2,Zappeur
1036,Postgraduate,82,2440.0,26-02-2014,1036,24,1,Fidele
1037,Undergraduate,1,56.0,18-09-2013,1037,5,2,Zappeur
1038,Postgraduate,64,37.0,30-03-2014,1038,4,2,Zappeur
1039,Graduate,68,968.0,29-05-2013,1039,20,3,Habituel
1040,Graduate,98,270.0,23-04-2014,1040,11,2,Zappeur
1041,Postgraduate,32,278.0,3/11/2012,1041,11,2,Zappeur
1042,Graduate,87,1250.0,18-09-2012,1042,21,3,Habituel
1043,Graduate,84,938.0,23-05-2014,1043,16,3,Habituel
1044,Postgraduate,3,1178.0,30-07-2013,1044,17,3,Habituel
1045,Graduate,34,1155.0,13-10-2012,1045,24,3,Habituel
1046,Postgraduate,23,653.0,25-09-2013,1046,18,0,Potentiel
1047,Postgraduate,37,49.0,13-10-2013,1047,4,2,Zappeur
1048,Postgraduate,22,506.0,13-11-2012,1048,16,0,Potentiel
1049,Graduate,19,38.0,5/7/2013,1049,5,2,Zappeur
1050,Graduate,7,1650.0,7/4/2014,1050,22,1,Fidele
1051,Undergraduate,52,1826.0,5/6/2014,1051,25,1,Fidele
1052,Graduate,91,18.0,16-02-2013,1052,3,2,Zappeur
1053,Graduate,93,906.0,14-02-2013,1053,23,3,Habituel
1054,Postgraduate,78,46.0,5/4/2013,1054,6,2,Zappeur
1055,Graduate,23,1477.0,5/10/2012,1055,19,1,Fidele
1056,Graduate,83,766.0,29-08-2012,1056,20,0,Potentiel
1057,Graduate,92,47.0,9/8/2013,1057,5,2,Zappeur
1058,Graduate,4,467.0,27-11-2012,1058,13,0,Potentiel
1059,Graduate,32,2116.0,31-03-2013,1059,20,1,Fidele
1060,Postgraduate,27,1298.0,1/10/2012,1060,24,3,Habituel
1061,Undergraduate,10,22.0,25-07-2013,1061,4,2,Zappeur
1062,Postgraduate,9,396.0,10/1/2013,1062,13,0,Potentiel
1063,Postgraduate,65,20.0,19-05-2014,1063,3,2,Zappeur
1064,Graduate,68,967.0,11/4/2014,1064,12,3,Habituel
1065,Graduate,16,357.0,12/9/2012,1065,13,0,Potentiel
1066,Graduate,12,1401.0,1/5/2014,1066,15,3,Habituel
1067,Graduate,95,15.0,3/8/2012,1067,3,2,Zappeur
1068,Postgraduate,16,2087.0,4/8/2012,1068,19,1,Fidele
1069,Graduate,46,981.0,4/3/2014,1069,22,3,Habituel
1070,Graduate,3,17.0,25-05-2014,1070,4,2,Zappeur
1071,Postgraduate,80,523.0,3/12/2012,1071,22,0,Potentiel
1072,Graduate,77,23.0,30-11-2012,1072,3,2,Zappeur
1073,Postgraduate,0,1192.0,24-02-2014,1073,16,3,Habituel
1074,Postgraduate,62,1958.0,18-07-2013,1074,19,1,Fidele
1075,Postgraduate,91,133.0,3/7/2013,1075,7,2,Zappeur
1076,Graduate,24,777.0,1/5/2013,1076,16,0,Potentiel
1077,Postgraduate,2,73.0,20-08-2013,1077,6,2,Zappeur
1078,Postgraduate,22,121.0,22-01-2014,1078,7,2,Zappeur
1079,Graduate,56,424.0,22-04-2013,1079,14,0,Potentiel
1080,Graduate,54,868.0,17-03-2014,1080,12,3,Habituel
1081,Undergraduate,71,756.0,17-11-2012,1081,14,0,Potentiel
1082,Postgraduate,38,12.0,22-08-2012,1082,3,2,Zappeur
1083,Graduate,62,937.0,17-08-2013,1083,23,3,Habituel
1084,Graduate,78,1862.0,2/2/2013,1084,17,1,Fidele
1085,Undergraduate,18,367.0,4/2/2013,1085,12,0,Potentiel
1086,Graduate,95,443.0,12/10/2013,1086,14,0,Potentiel
1087,Graduate,66,267.0,4/1/2013,1087,11,2,Zappeur
1088,Graduate,28,61.0,3/5/2014,1088,5,2,Zappeur
1089,Postgraduate,78,1323.0,17-03-2014,1089,20,3,Habituel
1090,Postgraduate,13,63.0,29-05-2014,1090,5,2,Zappeur
1091,Undergraduate,27,64.0,26-04-2014,1091,6,2,Zappeur
1092,Undergraduate,17,562.0,23-08-2013,1092,17,0,Potentiel
1093,Graduate,71,312.0,22-06-2013,1093,12,2,Zappeur
1094,Graduate,79,1156.0,12/3/2014,1094,15,3,Habituel
1095,Undergraduate,1,1104.0,7/8/2013,1095,15,3,Habituel
1096,Postgraduate,78,16.0,2/6/2014,1096,3,2,Zappeur
1097,Postgraduate,23,2008.0,31-10-2012,1097,19,1,Fidele
1098,Postgraduate,75,44.0,23-04-2013,1098,6,2,Zappeur
1099,Graduate,70,1574.0,2/1/2013,1099,11,1,Fidele
1100,Postgraduate,10,63.0,8/10/2013,1100,4,2,Zappeur
1101,Postgraduate,24,426.0,20-05-2013,1101,11,0,Potentiel
1102,Undergraduate,47,96.0,2/8/2013,1102,5,2,Zappeur
1103,Undergraduate,98,635.0,26-10-2013,1103,18,0,Potentiel
1104,Graduate,4,757.0,24-03-2014,1104,20,0,Potentiel
1105,Postgraduate,15,125.0,15-11-2013,1105,7,2,Zappeur
1106,Postgraduate,67,332.0,19-06-2014,1106,11,2,Zappeur
1107,Graduate,32,135.0,3/8/2013,1107,7,2,Zappeur
1108,Graduate,40,330.0,30-01-2014,1108,12,2,Zappeur
1109,Graduate,54,384.0,31-05-2014,1109,13,0,Potentiel
1110,Graduate,78,1722.0,25-02-2013,1110,14,1,Fidele
1111,Graduate,94,78.0,1/3/2013,1111,5,2,Zappeur
1112,Undergraduate,51,24.0,9/2/2014,1112,3,2,Zappeur
1113,Undergraduate,42,1168.0,17-02-2014,1113,24,3,Habituel
1114,Postgraduate,67,957.0,30-08-2013,1114,13,3,Habituel
1115,Graduate,87,15.0,28-08-2013,1115,3,2,Zappeur
1116,Graduate,29,57.0,16-10-2013,1116,4,2,Zappeur
1117,Graduate,89,1956.0,20-09-2013,1117,22,1,Fidele
1118,Graduate,74,2013.0,16-01-2013,1118,20,1,Fidele
1119,Undergraduate,97,326.0,12/9/2013,1119,12,2,Zappeur
1120,Postgraduate,63,77.0,6/10/2013,1120,6,2,Zappeur
1121,Postgraduate,88,1313.0,22-11-2012,1121,19,3,Habituel
1122,Postgraduate,34,30.0,17-05-2013,1122,6,2,Zappeur
1123,Graduate,81,315.0,24-12-2013,1123,12,2,Zappeur
1124,Postgraduate,65,660.0,18-11-2012,1124,18,0,Potentiel
1125,Graduate,51,74.0,18-12-2012,1125,6,2,Zappeur
1126,Undergraduate,76,46.0,8/8/2012,1126,5,2,Zappeur
1127,Postgraduate,76,86.0,24-04-2014,1127,6,2,Zappeur
1128,Graduate,84,1103.0,12/1/2013,1128,24,3,Habituel
1129,Postgraduate,56,61.0,20-12-2013,1129,7,2,Zappeur
1130,Graduate,31,145.0,15-01-2013,1130,7,2,Zappeur
1131,Graduate,0,684.0,10/10/2013,1131,19,0,Potentiel
1132,Postgraduate,91,411.0,7/6/2014,1132,14,0,Potentiel
1133,Graduate,40,27.0,12/11/2012,1133,3,2,Zappeur
1134,Postgraduate,59,1060.0,29-10-2013,1134,25,3,Habituel
1135,Graduate,96,1459.0,24-05-2014,1135,21,1,Fidele
1136,Graduate,61,18.0,5/8/2012,1136,3,2,Zappeur
1137,Graduate,14,1833.0,3/5/2013,1137,25,1,Fidele
1138,Postgraduate,16,237.0,22-05-2014,1138,10,2,Zappeur
1139,Postgraduate,98,48.0,2/2/2013,1139,6,2,Zappeur
1140,Graduate,11,515.0,20-06-2013,1140,16,0,Potentiel
1141,Graduate,52,1020.0,31-01-2013,1141,14,3,Habituel
1142,Graduate,19,1370.0,11/5/2014,1142,10,3,Habituel
1143,Graduate,61,1026.0,17-08-2013,1143,23,3,Habituel
1144,Graduate,73,301.0,5/11/2013,1144,11,2,Zappeur
1145,Graduate,0,684.0,21-01-2014,1145,19,0,Potentiel
1146,Graduate,74,499.0,19-11-2013,1146,16,0,Potentiel
1147,Graduate,55,1004.0,14-09-2012,1147,20,3,Habituel
1148,Postgraduate,48,218.0,12/11/2013,1148,10,2,Zappeur
1149,Graduate,53,606.0,13-10-2012,1149,18,0,Potentiel
1150,Undergraduate,13,75.0,6/7/2013,1150,5,2,Zappeur
1151,Graduate,34,106.0,29-08-2012,1151,6,2,Zappeur
1152,Graduate,54,990.0,29-08-2012,1152,16,3,Habituel
1153,Graduate,69,1097.0,22-09-2012,1153,15,3,Habituel
1154,Undergraduate,81,16.0,3/4/2014,1154,3,2,Zappeur
1155,Undergraduate,99,34.0,28-05-2014,1155,4,2,Zappeur
1156,Postgraduate,3,1711.0,21-07-2013,1156,15,1,Fidele
1157,Postgraduate,61,438.0,5/12/2012,1157,14,0,Potentiel
1158,Undergraduate,65,75.0,29-05-2014,1158,5,2,Zappeur
1159,Postgraduate,93,225.0,11/3/2013,1159,10,2,Zappeur
1160,Postgraduate,24,18.0,23-03-2014,1160,3,2,Zappeur
1161,Graduate,8,470.0,14-09-2012,1161,15,0,Potentiel
1162,Graduate,72,91.0,20-10-2012,1162,6,2,Zappeur
1163,Postgraduate,29,2525.0,22-08-2012,1163,17,1,Fidele
1164,Graduate,33,504.0,13-10-2013,1164,16,0,Potentiel
1165,Graduate,68,235.0,23-05-2013,1165,10,2,Zappeur
1166,Postgraduate,55,1232.0,5/7/2013,1166,18,3,Habituel
1167,Undergraduate,76,88.0,22-08-2012,1167,7,2,Zappeur
1168,Graduate,17,17.0,29-05-2013,1168,3,2,Zappeur
1169,Graduate,94,24.0,22-01-2014,1169,4,2,Zappeur
1170,Graduate,86,60.0,17-02-2014,1170,5,2,Zappeur
1171,Postgraduate,25,1020.0,17-03-2014,1171,25,3,Habituel
1172,Postgraduate,22,155.0,26-08-2012,1172,8,2,Zappeur
1173,Undergraduate,15,51.0,12/1/2014,1173,4,2,Zappeur
1174,Postgraduate,35,1812.0,8/1/2013,1174,15,1,Fidele
1175,Postgraduate,81,1461.0,13-11-2013,1175,21,1,Fidele
1176,Graduate,55,96.0,3/11/2012,1176,5,2,Zappeur
1177,Graduate,94,160.0,17-05-2013,1177,8,2,Zappeur
1178,Postgraduate,50,139.0,13-04-2013,1178,7,2,Zappeur
1179,Postgraduate,64,908.0,13-02-2014,1179,21,3,Habituel
1180,Undergraduate,91,183.0,13-01-2013,1180,7,2,Zappeur
1181,Postgraduate,11,1161.0,5/1/2013,1181,17,3,Habituel
1182,Postgraduate,72,988.0,19-01-2013,1182,13,3,Habituel
1183,Undergraduate,6,1072.0,3/5/2013,1183,24,3,Habituel
1184,Graduate,0,174.0,8/5/2014,1184,8,2,Zappeur
1185,Graduate,66,758.0,2/8/2013,1185,19,0,Potentiel
1186,Postgraduate,42,195.0,22-08-2013,1186,9,2,Zappeur
1187,Graduate,60,31.0,25-08-2013,1187,4,2,Zappeur
1188,Postgraduate,64,1084.0,6/12/2012,1188,16,3,Habituel
1189,Postgraduate,87,685.0,27-02-2014,1189,19,0,Potentiel
1190,Postgraduate,96,1672.0,22-12-2012,1190,25,1,Fidele
1191,Graduate,1,43.0,17-11-2012,1191,5,2,Zappeur
1192,Postgraduate,54,49.0,20-04-2014,1192,4,2,Zappeur
1193,Graduate,53,133.0,17-02-2014,1193,7,2,Zappeur
1194,Graduate,96,363.0,22-04-2013,1194,13,0,Potentiel
1195,Graduate,58,545.0,21-04-2013,1195,16,0,Potentiel
1196,Graduate,12,1065.0,1/9/2013,1196,29,3,Habituel
1197,Graduate,78,2047.0,31-03-2013,1197,20,1,Fidele
1198,Graduate,64,296.0,5/4/2014,1198,10,2,Zappeur
1199,Graduate,26,140.0,9/9/2012,1199,7,2,Zappeur
1200,Graduate,8,530.0,11/9/2013,1200,16,0,Potentiel
1201,Postgraduate,49,152.0,25-01-2013,1201,8,2,Zappeur
1202,Postgraduate,56,1598.0,31-12-2013,1202,23,1,Fidele
1203,Graduate,55,114.0,10/10/2012,1203,6,2,Zappeur
1204,Undergraduate,25,101.0,17-08-2013,1204,7,2,Zappeur
1205,Graduate,50,25.0,20-02-2013,1205,3,2,Zappeur
1206,Undergraduate,84,789.0,22-11-2013,1206,21,0,Potentiel
1207,Graduate,30,87.0,29-10-2013,1207,5,2,Zappeur
1208,Postgraduate,81,90.0,16-02-2014,1208,7,2,Zappeur
1209,Postgraduate,74,1215.0,22-05-2013,1209,18,3,Habituel
1210,Postgraduate,76,811.0,12/10/2013,1210,21,0,Potentiel
1211,Graduate,36,61.0,15-04-2013,1211,5,2,Zappeur
1212,Postgraduate,64,405.0,27-10-2013,1212,13,0,Potentiel
1213,Postgraduate,62,72.0,12/3/2013,1213,6,2,Zappeur
1214,Graduate,53,189.0,31-10-2012,1214,9,2,Zappeur
1215,Postgraduate,86,40.0,28-06-2013,1215,4,2,Zappeur
1216,Graduate,15,63.0,17-07-2013,1216,7,2,Zappeur
1217,Graduate,67,52.0,8/8/2012,1217,5,2,Zappeur
1218,Postgraduate,47,39.0,6/10/2013,1218,4,2,Zappeur
1219,Graduate,47,805.0,19-01-2013,1219,21,0,Potentiel
1220,Postgraduate,81,130.0,22-08-2012,1220,7,2,Zappeur
1221,Graduate,98,1631.0,22-09-2013,1221,23,1,Fidele
1222,Graduate,56,34.0,26-01-2013,1222,4,2,Zappeur
1223,Graduate,48,152.0,30-07-2013,1223,8,2,Zappeur
1224,Undergraduate,18,21.0,22-09-2013,1224,4,2,Zappeur
1225,Postgraduate,74,71.0,28-04-2013,1225,5,2,Zappeur
1226,Graduate,68,899.0,12/10/2013,1226,22,3,Habituel
1227,Postgraduate,36,711.0,22-10-2012,1227,9,0,Potentiel
1228,Postgraduate,90,351.0,15-08-2013,1228,12,0,Potentiel
1229,Graduate,65,8.0,30-03-2014,1229,0,2,Zappeur
1230,Undergraduate,63,119.0,15-02-2013,1230,7,2,Zappeur
1231,Graduate,82,21.0,29-06-2013,1231,3,2,Zappeur
1232,Postgraduate,63,10.0,9/2/2014,1232,3,2,Zappeur
1233,Graduate,55,973.0,21-03-2013,1233,24,3,Habituel
1234,Postgraduate,64,1536.0,2/5/2014,1234,12,1,Fidele
1235,Graduate,51,992.0,26-05-2014,1235,24,3,Habituel
1236,Postgraduate,97,1529.0,17-04-2014,1236,32,1,Fidele
1237,Graduate,92,860.0,4/10/2013,1237,15,3,Habituel
1238,Graduate,51,928.0,4/7/2013,1238,21,3,Habituel
1239,Postgraduate,72,418.0,29-11-2013,1239,14,0,Potentiel
1240,Undergraduate,39,587.0,18-01-2014,1240,14,0,Potentiel
1241,Graduate,49,641.0,3/10/2013,1241,17,0,Potentiel
1242,Graduate,21,23.0,24-05-2014,1242,3,2,Zappeur
1243,Graduate,91,2279.0,20-04-2014,1243,22,1,Fidele
1244,Postgraduate,37,49.0,4/8/2012,1244,4,2,Zappeur
1245,Postgraduate,98,1779.0,18-05-2014,1245,16,1,Fidele
1246,Postgraduate,85,1804.0,3/12/2012,1246,26,1,Fidele
1247,Graduate,40,48.0,5/4/2013,1247,5,2,Zappeur
1248,Graduate,2,83.0,24-03-2014,1248,5,2,Zappeur
1249,Graduate,78,1862.0,24-05-2014,1249,17,1,Fidele
1250,Postgraduate,41,793.0,27-08-2013,1250,19,0,Potentiel
1251,Graduate,94,84.0,16-07-2013,1251,6,2,Zappeur
1252,Postgraduate,10,183.0,22-02-2013,1252,9,2,Zappeur
